volume,pct_change,target,date
1963570000,0.007672378673070135,0,2019-07-03
2434680000,-0.00180590159841032,0,2019-07-05
2922360000,-0.004835444424841517,1,2019-07-08
3033330000,0.0012365569653400854,1,2019-07-09
3157800000,0.0045106896075925995,1,2019-07-10
3155710000,0.002285226738359958,1,2019-07-11
2984140000,0.004620174547884881,1,2019-07-12
2876100000,0.00017586919155743175,0,2019-07-15
3297030000,-0.003403778522185874,0,2019-07-16
3185650000,-0.006531243569450895,1,2019-07-17
3369820000,0.003581997784064761,0,2019-07-18
3285890000,-0.00617673452276668,1,2019-07-19
3016200000,0.002828694915066654,1,2019-07-22
3333810000,0.006847482673755456,1,2019-07-23
3433220000,0.004688147952890187,0,2019-07-24
3657050000,-0.005262401280453521,1,2019-07-25
3260170000,0.007387691099234761,0,2019-07-26
3224490000,-0.0016161146071345112,0,2019-07-29
3632770000,-0.0025786549148275606,0,2019-07-30
4626330000,-0.010885526112695776,0,2019-07-31
4793810000,-0.00899879386967306,0,2019-08-01
3882810000,-0.007282739927037873,0,2019-08-02
4542850000,-0.0297778200029859,1,2019-08-05
4156640000,0.013017017169932643,1,2019-08-06
4512720000,0.0007668762331907164,1,2019-08-07
4118530000,0.018762303409984193,0,2019-08-08
3356850000,-0.00661660635492356,0,2019-08-09
3328570000,-0.012317322177972212,1,2019-08-12
3857190000,0.015131688322181258,0,2019-08-13
4325150000,-0.029292752911742603,1,2019-08-14
4041720000,0.0024642680276520945,1,2019-08-15
3524080000,0.014426124657807904,1,2019-08-16
3221050000,0.012105865492430645,0,2019-08-19
3067710000,-0.007914727601131322,1,2019-08-20
3016540000,0.00824679859557964,0,2019-08-21
2893660000,-0.0005060748601761755,0,2019-08-22
3942520000,-0.025946336754618105,1,2019-08-23
2859790000,0.010982987735216332,0,2019-08-26
3537490000,-0.003203180635808267,1,2019-08-27
3102480000,0.006545480165679685,1,2019-08-28
3177150000,0.012687291793508804,1,2019-08-29
3009910000,0.0006427872591217021,0,2019-08-30
3427830000,-0.00689910050906084,1,2019-09-03
3167900000,0.010842079212828093,1,2019-09-04
3902600000,0.013009813642266721,1,2019-09-05
3209340000,0.0009106051537297599,0,2019-09-06
4031120000,-9.401025965849463e-05,1,2019-09-09
4393040000,0.0003223043548219451,1,2019-09-10
3934370000,0.007229681189480308,1,2019-09-11
3796990000,0.002879153101061016,0,2019-09-12
3557010000,-0.0007244143620946941,0,2019-09-13
4285860000,-0.0031355866640028207,1,2019-09-16
3673250000,0.0025817523700197853,1,2019-09-17
3458800000,0.00034269198975556137,1,2019-09-18
3265660000,1.997472142156731e-05,0,2019-09-19
6103440000,-0.0048955765157830955,0,2019-09-20
3187250000,-9.693591923765066e-05,0,2019-09-23
3872800000,-0.008416371322106486,1,2019-09-24
3331200000,0.006158571742003405,0,2019-09-25
3084910000,-0.002428916406865711,0,2019-09-26
3246480000,-0.005316352490240539,1,2019-09-27
3249130000,0.005047606675254723,0,2019-09-30
3560750000,-0.012258373372913245,0,2019-10-01
3914180000,-0.017903202985502964,1,2019-10-02
3515130000,0.00797191259701524,1,2019-10-03
3005600000,0.014216897585460186,0,2019-10-04
2959050000,-0.004478294673592398,0,2019-10-07
3370700000,-0.015560819201407838,1,2019-10-08
2735350000,0.0091044925499415,1,2019-10-09
3234400000,0.006415695380997066,1,2019-10-10
3581320000,0.010938977513132997,0,2019-10-11
2559270000,-0.0013871187334510982,1,2019-10-14
3345090000,0.009955676641137279,0,2019-10-15
3230320000,-0.0019995427986508885,1,2019-10-16
3103470000,0.0027628315736780706,0,2019-10-17
3268970000,-0.003919344949506964,1,2019-10-18
3271960000,0.006871616056117524,0,2019-10-21
3527540000,-0.003568666378412577,1,2019-10-22
3413600000,0.0028471487971184484,1,2019-10-23
3696510000,0.0019204463587332299,1,2019-10-24
3379060000,0.004072700506109195,1,2019-10-25
3524970000,0.005581337868471481,0,2019-10-28
3594430000,-0.0008324053147991117,1,2019-10-29
3779660000,0.00325337015914573,0,2019-10-30
4149310000,-0.0030228605633046968,1,2019-10-31
3956290000,0.009662312168146059,1,2019-11-01
4178040000,0.003704089049704651,0,2019-11-04
4490590000,-0.001185699214361291,1,2019-11-05
4465510000,0.0007024972279667807,1,2019-11-06
4151990000,0.0027300951851503275,1,2019-11-07
3508160000,0.0025606760900243053,0,2019-11-08
3041120000,-0.0019624672514313435,1,2019-11-11
3495560000,0.0015646460846321375,1,2019-11-12
3513720000,0.0007115345908383919,1,2019-11-13
3282090000,0.0008370427393644686,1,2019-11-14
3359800000,0.007695488006902673,1,2019-11-15
3440140000,0.0005031528617669423,0,2019-11-18
3613670000,-0.0005925944462060739,0,2019-11-19
4041010000,-0.003756184245747196,0,2019-11-20
3744010000,-0.0015827522106851566,1,2019-11-21
3235270000,0.0021749356911917594,1,2019-11-22
3514310000,0.007507291353015866,1,2019-11-25
4600450000,0.0021955703874654287,1,2019-11-26
3035470000,0.004174424362754614,0,2019-11-27
1743420000,-0.004011219709926239,0,2019-11-29
3285750000,-0.008631020716408422,0,2019-12-02
3671580000,-0.00663809511563529,1,2019-12-03
3702980000,0.00632356747139462,1,2019-12-04
3360480000,0.0015002511791302187,1,2019-12-05
3483310000,0.009135724328457329,0,2019-12-06
3400470000,-0.00316282139344648,0,2019-12-09
3346310000,-0.0010969340964486207,1,2019-12-10
3257650000,0.002908158040315856,1,2019-12-11
4003200000,0.008575225775086182,1,2019-12-12
3757650000,7.258178414493166e-05,1,2019-12-13
4070200000,0.007147785279833618,1,2019-12-16
3842940000,0.00033529222633799094,0,2019-12-17
4029950000,-0.00043230017186479675,1,2019-12-18
3784360000,0.004459292004863613,1,2019-12-19
6457480000,0.004944781081796634,1,2019-12-20
3064530000,0.0008661436002121992,0,2019-12-23
1296530000,-0.00019544819997963092,1,2019-12-24
2164540000,0.005128166675301138,1,2019-12-26
2429150000,3.398471712534601e-05,0,2019-12-27
3021720000,-0.005780822450430323,1,2019-12-30
2894760000,0.0029460216619106028,1,2019-12-31
3459930000,0.008378802677341701,0,2020-01-02
3484700000,-0.007059870562045378,1,2020-01-03
3702460000,0.0035333728907271933,0,2020-01-06
3435910000,-0.0028032386528962228,1,2020-01-07
3726840000,0.004902451368978156,1,2020-01-08
3641230000,0.006655262605488987,0,2020-01-09
3214580000,-0.002855178689662563,1,2020-01-10
3459390000,0.006976215252569862,0,2020-01-13
3687620000,-0.001514532772802224,1,2020-01-14
3721490000,0.0018701968845122874,1,2020-01-15
3540580000,0.00836655302646827,1,2020-01-16
3726220000,0.003862162248501333,0,2020-01-17
4104840000,-0.0026519776473655776,1,2020-01-21
3623780000,0.0002890760711180551,1,2020-01-22
3766710000,0.0011409766124783616,0,2020-01-23
3708780000,-0.009042160974207403,0,2020-01-24
3831050000,-0.015730711659182384,1,2020-01-27
3531570000,0.010053584595046017,0,2020-01-28
3600250000,-0.0008668741908683941,1,2020-01-29
3790350000,0.003134358792605374,0,2020-01-30
4529700000,-0.01770582037552626,1,2020-01-31
3760460000,0.007254613892351713,1,2020-02-03
3996900000,0.014980414164082134,1,2020-02-04
4121480000,0.01125059589785371,1,2020-02-05
3887250000,0.003325672876785646,0,2020-02-06
3733920000,-0.005400853672730133,1,2020-02-07
3462730000,0.007326397804890528,1,2020-02-10
3762940000,0.0016884725532351208,1,2020-02-11
3930910000,0.006462646466197652,0,2020-02-12
3500890000,-0.0016304457368023773,1,2020-02-13
3419700000,0.0018435333204338544,0,2020-02-14
3750400000,-0.002919942636890105,1,2020-02-18
3614200000,0.004705785881164548,0,2020-02-19
4019180000,-0.00381551976362815,0,2020-02-20
3908780000,-0.01051810302712286,0,2020-02-21
4851160000,-0.03351362667122315,0,2020-02-24
5596760000,-0.030279995565056117,0,2020-02-25
5484650000,-0.0037785406053220116,0,2020-02-26
7064710000,-0.04416324258407911,0,2020-02-27
8569570000,-0.008238340444361891,1,2020-02-28
6381330000,0.046039229006110016,0,2020-03-02
6376510000,-0.028107896121075893,1,2020-03-03
5073020000,0.04220259077449118,0,2020-03-04
5579290000,-0.033922077046888544,0,2020-03-05
6555240000,-0.01705385200037013,0,2020-03-06
8441290000,-0.07596969747745097,1,2020-03-09
7642040000,0.04939630628156144,0,2020-03-10
7431200000,-0.048868445131273974,0,2020-03-11
8850810000,-0.09511268097833658,1,2020-03-12
8299070000,0.09287124972971839,0,2020-03-13
7805450000,-0.11984055240393443,1,2020-03-16
8370250000,0.05995484974402432,0,2020-03-17
8799300000,-0.051830762729157875,1,2020-03-18
7956100000,0.0047078080405855705,0,2020-03-19
9053950000,-0.04335951230846191,0,2020-03-20
7411380000,-0.02929386782180443,1,2020-03-23
7563150000,0.09382773976227554,1,2020-03-24
8300010000,0.011535011448221999,1,2020-03-25
7766990000,0.062414163303876835,0,2020-03-26
6201670000,-0.033687352562252526,1,2020-03-27
5751120000,0.03351600948370015,0,2020-03-30
6576210000,-0.016012721914555605,0,2020-03-31
5964000000,-0.04414243033166543,1,2020-04-01
6464190000,0.02282934723487151,0,2020-04-02
6096970000,-0.015137125124949469,1,2020-04-03
6403840000,0.07033131865275055,0,2020-04-06
7050410000,-0.0016030527844311804,1,2020-04-07
5875710000,0.03405645287963033,1,2020-04-08
7899550000,0.014487410153376512,0,2020-04-09
5319530000,-0.010104660822607414,1,2020-04-13
5615730000,0.030572589146256046,0,2020-04-14
5208000000,-0.022030438529415775,1,2020-04-15
5228810000,0.005816689462164515,1,2020-04-16
5804810000,0.026793594848223412,0,2020-04-17
