Date,Close_^GSPC,High_^GSPC,Low_^GSPC,Open_^GSPC,Volume_^GSPC
2018-06-12,2786.85009765625,2789.800048828125,2778.780029296875,2785.60009765625,3435700000
2018-06-13,2775.6298828125,2791.469970703125,2774.64990234375,2787.93994140625,3820770000
2018-06-14,2782.489990234375,2789.06005859375,2776.52001953125,2783.2099609375,3540930000
2018-06-15,2779.659912109375,2782.81005859375,2761.72998046875,2777.780029296875,5451990000
2018-06-18,2773.75,2774.989990234375,2757.1201171875,2765.7900390625,3316120000
2018-06-19,2762.590087890625,2765.050048828125,2743.18994140625,2752.010009765625,3671160000
2018-06-20,2767.320068359375,2774.860107421875,2763.909912109375,2769.72998046875,3332140000
2018-06-21,2749.760009765625,2769.280029296875,2744.389892578125,2769.280029296875,3336580000
2018-06-22,2754.8798828125,2764.169921875,2752.679931640625,2760.7900390625,5468110000
2018-06-25,2717.070068359375,2742.93994140625,2698.669921875,2742.93994140625,3663280000
2018-06-26,2723.06005859375,2732.909912109375,2715.60009765625,2722.1201171875,3568900000
2018-06-27,2699.6298828125,2746.090087890625,2699.3798828125,2728.449951171875,3803990000
2018-06-28,2716.31005859375,2724.340087890625,2691.989990234375,2698.68994140625,3461100000
2018-06-29,2718.3701171875,2743.260009765625,2718.030029296875,2727.1298828125,3586800000
2018-07-02,2726.7099609375,2727.260009765625,2698.949951171875,2704.949951171875,3095040000
2018-07-03,2713.219970703125,2736.580078125,2711.159912109375,2733.27001953125,1911460000
2018-07-05,2736.610107421875,2737.830078125,2716.02001953125,2724.18994140625,2980160000
2018-07-06,2759.820068359375,2764.409912109375,2733.52001953125,2737.679931640625,2590250000
2018-07-09,2784.169921875,2784.64990234375,2770.72998046875,2775.6201171875,3070060000
2018-07-10,2793.840087890625,2795.580078125,2786.239990234375,2788.56005859375,3080140000
2018-07-11,2774.02001953125,2785.909912109375,2770.77001953125,2779.820068359375,2986180000
2018-07-12,2798.2900390625,2799.219970703125,2781.530029296875,2783.139892578125,2834230000
2018-07-13,2801.31005859375,2804.530029296875,2791.68994140625,2796.929931640625,2619790000
2018-07-16,2798.429931640625,2801.18994140625,2793.389892578125,2797.360107421875,2819860000
2018-07-17,2809.550048828125,2814.18994140625,2789.239990234375,2789.340087890625,3064920000
2018-07-18,2815.6201171875,2816.760009765625,2805.889892578125,2811.35009765625,3111560000
2018-07-19,2804.489990234375,2812.050048828125,2799.77001953125,2809.3701171875,3278360000
2018-07-20,2801.830078125,2809.699951171875,2800.010009765625,2804.550048828125,3243250000
2018-07-23,2806.97998046875,2808.610107421875,2795.139892578125,2799.169921875,2928490000
2018-07-24,2820.39990234375,2829.989990234375,2811.1201171875,2820.679931640625,3430410000
2018-07-25,2846.070068359375,2848.030029296875,2817.72998046875,2817.72998046875,3584400000
2018-07-26,2837.43994140625,2845.570068359375,2835.260009765625,2835.489990234375,3667290000
2018-07-27,2818.820068359375,2843.169921875,2808.340087890625,2842.35009765625,3434370000
2018-07-30,2802.60009765625,2821.739990234375,2798.110107421875,2819.0,3261190000
2018-07-31,2816.2900390625,2824.4599609375,2808.06005859375,2809.72998046875,3906890000
2018-08-01,2813.360107421875,2825.830078125,2805.85009765625,2821.169921875,3501350000
2018-08-02,2827.219970703125,2829.909912109375,2796.340087890625,2800.47998046875,3501380000
2018-08-03,2840.35009765625,2840.3798828125,2827.3701171875,2829.6201171875,3043690000
2018-08-06,2850.39990234375,2853.2900390625,2835.97998046875,2840.2900390625,2879020000
2018-08-07,2858.449951171875,2863.429931640625,2855.919921875,2855.919921875,3185440000
2018-08-08,2857.699951171875,2862.43994140625,2853.090087890625,2856.7900390625,2978070000
2018-08-09,2853.580078125,2862.47998046875,2851.97998046875,2857.18994140625,3066180000
2018-08-10,2833.280029296875,2842.199951171875,2825.81005859375,2838.89990234375,3265590000
2018-08-13,2821.929931640625,2843.39990234375,2819.8798828125,2835.4599609375,3173630000
2018-08-14,2839.9599609375,2843.110107421875,2826.580078125,2827.8798828125,2986500000
2018-08-15,2818.3701171875,2827.949951171875,2802.489990234375,2827.949951171875,3656680000
2018-08-16,2840.68994140625,2850.489990234375,2831.43994140625,2831.43994140625,3232000000
2018-08-17,2850.1298828125,2855.6298828125,2833.72998046875,2838.320068359375,3037640000
2018-08-20,2857.050048828125,2859.760009765625,2850.6201171875,2853.929931640625,2757150000
2018-08-21,2862.9599609375,2873.22998046875,2861.320068359375,2861.510009765625,3174010000
2018-08-22,2861.820068359375,2867.5400390625,2856.050048828125,2860.989990234375,2701250000
2018-08-23,2856.97998046875,2868.780029296875,2854.030029296875,2860.2900390625,2724450000
2018-08-24,2874.68994140625,2876.159912109375,2862.35009765625,2862.35009765625,2603010000
2018-08-27,2896.739990234375,2898.25,2884.68994140625,2884.68994140625,2865070000
2018-08-28,2897.52001953125,2903.77001953125,2893.5,2901.449951171875,2687770000
2018-08-29,2914.0400390625,2916.5,2898.39990234375,2900.6201171875,2805520000
2018-08-30,2901.1298828125,2912.4599609375,2895.219970703125,2908.93994140625,2810450000
2018-08-31,2901.52001953125,2906.320068359375,2891.72998046875,2898.3701171875,2887220000
2018-09-04,2896.719970703125,2900.179931640625,2885.1298828125,2896.9599609375,3087420000
2018-09-05,2888.60009765625,2894.2099609375,2876.919921875,2891.590087890625,3248780000
2018-09-06,2878.050048828125,2892.050048828125,2867.2900390625,2888.639892578125,3144240000
2018-09-07,2871.679931640625,2883.81005859375,2864.1201171875,2868.260009765625,2976580000
2018-09-10,2877.1298828125,2886.929931640625,2875.93994140625,2881.389892578125,2751100000
2018-09-11,2887.889892578125,2892.52001953125,2866.780029296875,2871.570068359375,2904500000
2018-09-12,2888.919921875,2894.64990234375,2879.199951171875,2888.2900390625,3341280000
2018-09-13,2904.179931640625,2906.760009765625,2896.389892578125,2896.85009765625,3274090000
2018-09-14,2904.97998046875,2908.300048828125,2895.77001953125,2906.3798828125,3179410000
2018-09-17,2888.800048828125,2904.64990234375,2886.159912109375,2903.830078125,2967980000
2018-09-18,2904.31005859375,2911.169921875,2890.429931640625,2890.739990234375,3091190000
2018-09-19,2907.949951171875,2912.360107421875,2903.820068359375,2906.60009765625,3302460000
2018-09-20,2930.75,2934.800048828125,2919.72998046875,2919.72998046875,3406520000
2018-09-21,2929.669921875,2940.909912109375,2927.110107421875,2936.760009765625,5652470000
2018-09-24,2919.3701171875,2923.7900390625,2912.6298828125,2921.830078125,3392030000
2018-09-25,2915.56005859375,2923.949951171875,2913.699951171875,2921.75,3330880000
2018-09-26,2905.969970703125,2931.14990234375,2903.280029296875,2916.97998046875,3417540000
2018-09-27,2914.0,2927.219970703125,2909.27001953125,2911.64990234375,3101360000
2018-09-28,2913.97998046875,2920.530029296875,2907.5,2910.030029296875,3461680000
2018-10-01,2924.590087890625,2937.06005859375,2917.909912109375,2926.2900390625,3375890000
2018-10-02,2923.429931640625,2931.419921875,2919.3701171875,2923.800048828125,3432620000
2018-10-03,2925.510009765625,2939.860107421875,2921.360107421875,2931.68994140625,3625510000
2018-10-04,2901.610107421875,2919.780029296875,2883.919921875,2919.35009765625,3510370000
2018-10-05,2885.570068359375,2909.639892578125,2869.2900390625,2902.5400390625,3340820000
2018-10-08,2884.429931640625,2889.449951171875,2862.080078125,2877.530029296875,3381820000
2018-10-09,2880.340087890625,2894.830078125,2874.27001953125,2882.510009765625,3531690000
2018-10-10,2785.679931640625,2874.02001953125,2784.860107421875,2873.89990234375,4554260000
2018-10-11,2728.3701171875,2795.139892578125,2710.510009765625,2776.8701171875,4914090000
2018-10-12,2767.1298828125,2775.77001953125,2729.43994140625,2770.5400390625,4024010000
2018-10-15,2750.7900390625,2775.989990234375,2749.030029296875,2763.830078125,3327160000
2018-10-16,2809.919921875,2813.4599609375,2766.909912109375,2767.050048828125,3460260000
2018-10-17,2809.2099609375,2816.93994140625,2781.81005859375,2811.669921875,3347090000
2018-10-18,2768.780029296875,2806.0400390625,2755.179931640625,2802.0,3639300000
2018-10-19,2767.780029296875,2797.77001953125,2760.27001953125,2775.659912109375,3593940000
2018-10-22,2755.8798828125,2778.93994140625,2749.219970703125,2773.93994140625,3331270000
2018-10-23,2740.68994140625,2753.590087890625,2691.429931640625,2721.030029296875,4373710000
2018-10-24,2656.10009765625,2742.590087890625,2651.889892578125,2737.8701171875,4738670000
2018-10-25,2705.570068359375,2722.699951171875,2667.840087890625,2674.8798828125,4663930000
2018-10-26,2658.68994140625,2692.3798828125,2628.159912109375,2667.860107421875,4804330000
2018-10-29,2641.25,2706.85009765625,2603.5400390625,2682.64990234375,4701260000
2018-10-30,2682.6298828125,2685.429931640625,2635.340087890625,2640.679931640625,5125600000
2018-10-31,2711.739990234375,2736.68994140625,2705.60009765625,2705.60009765625,5133380000
2018-11-01,2740.3701171875,2741.669921875,2708.85009765625,2717.580078125,4730250000
2018-11-02,2723.06005859375,2756.550048828125,2700.43994140625,2745.449951171875,4261230000
2018-11-05,2738.31005859375,2744.27001953125,2717.93994140625,2726.3701171875,3650910000
2018-11-06,2755.449951171875,2756.820068359375,2737.080078125,2738.39990234375,3543800000
2018-11-07,2813.889892578125,2815.14990234375,2774.1298828125,2774.1298828125,3929080000
2018-11-08,2806.830078125,2814.75,2794.989990234375,2806.3798828125,3673550000
2018-11-09,2781.010009765625,2794.10009765625,2764.239990234375,2794.10009765625,4029030000
2018-11-12,2726.219970703125,2775.989990234375,2722.0,2773.929931640625,3701570000
2018-11-13,2722.179931640625,2754.60009765625,2714.97998046875,2730.050048828125,4112820000
2018-11-14,2701.580078125,2746.800048828125,2685.75,2737.89990234375,4449060000
2018-11-15,2730.199951171875,2735.3798828125,2670.75,2693.52001953125,4204960000
2018-11-16,2736.27001953125,2746.75,2712.159912109375,2718.5400390625,3996970000
2018-11-19,2690.72998046875,2733.159912109375,2681.090087890625,2730.739990234375,3806940000
2018-11-20,2641.889892578125,2669.43994140625,2631.52001953125,2654.60009765625,4370820000
2018-11-21,2649.929931640625,2670.72998046875,2649.820068359375,2657.739990234375,3237400000
2018-11-23,2632.56005859375,2647.550048828125,2631.090087890625,2633.360107421875,1651680000
2018-11-26,2673.449951171875,2674.35009765625,2649.969970703125,2649.969970703125,3523520000
2018-11-27,2682.169921875,2682.530029296875,2655.889892578125,2663.75,3494380000
2018-11-28,2743.7900390625,2744.0,2684.3798828125,2691.449951171875,3984540000
2018-11-29,2737.800048828125,2753.75,2722.93994140625,2736.969970703125,3599200000
2018-11-30,2760.169921875,2760.8798828125,2732.760009765625,2737.760009765625,4668310000
2018-12-03,2790.3701171875,2800.179931640625,2773.3798828125,2790.5,4221580000
2018-12-04,2700.06005859375,2785.929931640625,2697.179931640625,2782.429931640625,4515710000
2018-12-06,2695.949951171875,2696.14990234375,2621.530029296875,2663.510009765625,5180430000
2018-12-07,2633.080078125,2708.5400390625,2623.139892578125,2691.260009765625,4242240000
2018-12-10,2637.719970703125,2647.510009765625,2583.22998046875,2630.860107421875,4162880000
2018-12-11,2636.780029296875,2674.35009765625,2621.300048828125,2664.43994140625,3963440000
2018-12-12,2651.070068359375,2685.43994140625,2650.260009765625,2658.22998046875,4029300000
2018-12-13,2650.5400390625,2670.18994140625,2637.27001953125,2658.699951171875,3978340000
2018-12-14,2599.949951171875,2635.070068359375,2593.840087890625,2629.679931640625,4064370000
2018-12-17,2545.93994140625,2601.1298828125,2530.5400390625,2590.75,4661420000
2018-12-18,2546.159912109375,2573.989990234375,2528.7099609375,2559.89990234375,4519190000
2018-12-19,2506.9599609375,2585.2900390625,2488.9599609375,2547.050048828125,5152830000
2018-12-20,2467.419921875,2509.6298828125,2441.179931640625,2496.77001953125,5619780000
2018-12-21,2416.6201171875,2504.409912109375,2408.550048828125,2465.3798828125,7657890000
2018-12-24,2351.10009765625,2410.340087890625,2351.10009765625,2400.56005859375,2613670000
2018-12-26,2467.699951171875,2467.760009765625,2346.580078125,2363.1201171875,4249740000
2018-12-27,2488.830078125,2489.10009765625,2397.93994140625,2442.5,4139010000
2018-12-28,2485.739990234375,2520.27001953125,2472.889892578125,2498.77001953125,3728440000
2018-12-31,2506.85009765625,2509.239990234375,2482.820068359375,2498.93994140625,3461920000
2019-01-02,2510.030029296875,2519.489990234375,2467.469970703125,2476.9599609375,3733160000
2019-01-03,2447.889892578125,2493.139892578125,2443.9599609375,2491.919921875,3858830000
2019-01-04,2531.93994140625,2538.070068359375,2474.330078125,2474.330078125,4234140000
2019-01-07,2549.68994140625,2566.159912109375,2524.56005859375,2535.610107421875,4133120000
2019-01-08,2574.409912109375,2579.820068359375,2547.56005859375,2568.110107421875,4120060000
2019-01-09,2584.9599609375,2595.320068359375,2568.889892578125,2580.0,4088740000
2019-01-10,2596.639892578125,2597.820068359375,2562.02001953125,2573.510009765625,3721300000
2019-01-11,2596.260009765625,2596.27001953125,2577.39990234375,2588.110107421875,3447460000
2019-01-14,2582.610107421875,2589.320068359375,2570.409912109375,2580.31005859375,3689370000
2019-01-15,2610.300048828125,2613.080078125,2585.10009765625,2585.10009765625,3601180000
2019-01-16,2616.10009765625,2625.760009765625,2612.679931640625,2614.75,3882180000
2019-01-17,2635.9599609375,2645.06005859375,2606.360107421875,2609.280029296875,3802410000
2019-01-18,2670.7099609375,2675.469970703125,2647.580078125,2651.27001953125,4009010000
2019-01-22,2632.89990234375,2657.8798828125,2617.27001953125,2657.8798828125,3923950000
2019-01-23,2638.699951171875,2653.18994140625,2612.860107421875,2643.47998046875,3358770000
2019-01-24,2642.330078125,2647.199951171875,2627.010009765625,2638.840087890625,3449230000
2019-01-25,2664.760009765625,2672.3798828125,2657.330078125,2657.43994140625,3821000000
2019-01-28,2643.85009765625,2644.969970703125,2624.06005859375,2644.969970703125,3630820000
2019-01-29,2640.0,2650.929931640625,2631.050048828125,2644.889892578125,3518070000
2019-01-30,2681.050048828125,2690.43994140625,2648.340087890625,2653.6201171875,3883270000
2019-01-31,2704.10009765625,2708.949951171875,2678.64990234375,2685.489990234375,4953800000
2019-02-01,2706.530029296875,2716.659912109375,2696.8798828125,2702.320068359375,3782490000
2019-02-04,2724.8701171875,2724.989990234375,2698.75,2706.489990234375,3369450000
2019-02-05,2737.699951171875,2738.97998046875,2724.030029296875,2728.340087890625,3597620000
2019-02-06,2731.610107421875,2738.080078125,2724.14990234375,2735.050048828125,3486590000
2019-02-07,2706.050048828125,2719.320068359375,2687.260009765625,2717.530029296875,4114040000
2019-02-08,2707.8798828125,2708.070068359375,2681.830078125,2692.360107421875,3649510000
2019-02-11,2709.800048828125,2718.050048828125,2703.7900390625,2712.39990234375,3395330000
2019-02-12,2744.72998046875,2748.18994140625,2722.610107421875,2722.610107421875,3843020000
2019-02-13,2753.030029296875,2761.85009765625,2748.6298828125,2750.300048828125,3684910000
2019-02-14,2745.72998046875,2757.89990234375,2731.22998046875,2743.5,3845390000
2019-02-15,2775.60009765625,2775.659912109375,2760.239990234375,2760.239990234375,3648680000
2019-02-19,2779.760009765625,2787.330078125,2767.2900390625,2769.280029296875,3535270000
2019-02-20,2784.699951171875,2789.8798828125,2774.06005859375,2779.050048828125,3904830000
2019-02-21,2774.8798828125,2781.580078125,2764.550048828125,2780.239990234375,3598260000
2019-02-22,2792.669921875,2794.199951171875,2779.110107421875,2780.669921875,3429350000
2019-02-25,2796.110107421875,2813.489990234375,2794.989990234375,2804.35009765625,3860260000
2019-02-26,2793.89990234375,2803.1201171875,2789.469970703125,2792.360107421875,3676200000
2019-02-27,2792.3798828125,2795.760009765625,2775.1298828125,2787.5,3771790000
2019-02-28,2784.489990234375,2793.72998046875,2782.510009765625,2788.110107421875,4445780000
2019-03-01,2803.68994140625,2808.02001953125,2787.3798828125,2798.219970703125,3994950000
2019-03-04,2792.81005859375,2816.8798828125,2767.659912109375,2814.3701171875,3949730000
2019-03-05,2789.64990234375,2796.43994140625,2782.969970703125,2794.409912109375,3631380000
2019-03-06,2771.449951171875,2790.27001953125,2768.68994140625,2790.27001953125,3800180000
2019-03-07,2748.929931640625,2767.25,2739.090087890625,2766.530029296875,3932150000
2019-03-08,2743.070068359375,2744.1298828125,2722.27001953125,2730.7900390625,3424300000
2019-03-11,2783.300048828125,2784.0,2747.610107421875,2747.610107421875,3764850000
2019-03-12,2791.52001953125,2798.320068359375,2786.72998046875,2787.340087890625,3432340000
2019-03-13,2810.919921875,2821.239990234375,2799.780029296875,2799.780029296875,3782250000
2019-03-14,2808.47998046875,2815.0,2803.4599609375,2810.3798828125,3505670000
2019-03-15,2822.47998046875,2830.72998046875,2810.7900390625,2810.7900390625,5969780000
2019-03-18,2832.93994140625,2835.409912109375,2821.989990234375,2822.610107421875,3620770000
2019-03-19,2832.570068359375,2852.419921875,2823.27001953125,2840.760009765625,3650740000
2019-03-20,2824.22998046875,2843.5400390625,2812.429931640625,2831.340087890625,3779160000
2019-03-21,2854.8798828125,2860.31005859375,2817.3798828125,2819.719970703125,3612620000
2019-03-22,2800.7099609375,2846.159912109375,2800.469970703125,2844.52001953125,4253730000
2019-03-25,2798.360107421875,2809.7900390625,2785.02001953125,2796.010009765625,3406110000
2019-03-26,2818.4599609375,2829.8701171875,2803.989990234375,2812.659912109375,3288570000
2019-03-27,2805.3701171875,2825.56005859375,2787.719970703125,2819.719970703125,3422400000
2019-03-28,2815.43994140625,2819.7099609375,2798.77001953125,2809.39990234375,3185460000
2019-03-29,2834.39990234375,2836.030029296875,2819.22998046875,2828.27001953125,3752520000
